# This table contains site-level occupancy values (IPOD-HR robust z-scores) for all IPOD-HR detectable,,,,,
#   TFBSs annotated in RegulonDB (downloaded May 2018),,,,,
# Column definitions:,,,,,
#   condition: The physiological condition under study,,,,,
#   startloc/endloc: 1-indexed start and end location of the site (open right interval),,,,,
#   occupancy: The robust z-score of peak occupancy in the site under the specified condition,,,,,
#   regulator: TF annotated to bind the site,,,,,
#   target: Regulatory target of binding, if known,,,,
condition,startloc,endloc,occupancy,regulator,target
purr,848986,849002,0.18153,OxyR,dps
stat,848986,849002,0.686665,OxyR,dps
argr,848986,849002,2.0207,OxyR,dps
rdmglu,848986,849002,0.708601,OxyR,dps
min,849008,849024,1.655868,OxyR,dps
lexa,849008,849024,1.75053,OxyR,dps
purr,849008,849024,1.497201,OxyR,dps
stat,849008,849024,1.033238,OxyR,dps
argr,849008,849024,2.398576,OxyR,dps
rdmglu,849008,849024,1.829725,OxyR,dps
min,849042,849054,1.352016,IHF,dps
lexa,849042,849054,1.779853,IHF,dps
purr,849042,849054,3.803625,IHF,dps
stat,849042,849054,0.990754,IHF,dps
argr,849042,849054,0.734865,IHF,dps
rdmglu,849042,849054,2.69641,IHF,dps
min,853054,853075,2.042615,MntR,rybA-mntS
lexa,853054,853075,3.508169,MntR,rybA-mntS
purr,853054,853075,1.6337,MntR,rybA-mntS
stat,853054,853075,2.161414,MntR,rybA-mntS
argr,853054,853075,1.389518,MntR,rybA-mntS
rdmglu,853054,853075,1.855945,MntR,rybA-mntS
min,853073,853094,3.188223,MntR,rybA-mntS
lexa,853073,853094,4.309222,MntR,rybA-mntS
purr,853073,853094,2.296009,MntR,rybA-mntS
stat,853073,853094,3.925949,MntR,rybA-mntS
argr,853073,853094,1.99221,MntR,rybA-mntS
rdmglu,853073,853094,2.764232,MntR,rybA-mntS
min,866495,866510,-0.583471,NarL,moeAB
lexa,866495,866510,0.569058,NarL,moeAB
purr,866495,866510,-0.640433,NarL,moeAB
stat,866495,866510,3.967355,NarL,moeAB
argr,866495,866510,-1.342103,NarL,moeAB
rdmglu,866495,866510,0.303585,NarL,moeAB
min,866524,866538,-2.177716,ArcA,moeAB
lexa,866524,866538,-0.487089,ArcA,moeAB
purr,866524,866538,-1.268906,ArcA,moeAB
stat,866524,866538,3.672118,ArcA,moeAB
argr,866524,866538,-1.666287,ArcA,moeAB
rdmglu,866524,866538,-1.165109,ArcA,moeAB
min,883532,883548,-0.670075,PhoP,ybjG
lexa,883532,883548,-0.90814,PhoP,ybjG
purr,883532,883548,2.062718,PhoP,ybjG
stat,883532,883548,-1.63736,PhoP,ybjG
argr,883532,883548,1.421028,PhoP,ybjG
rdmglu,883532,883548,1.154411,PhoP,ybjG
min,900645,900662,5.992202,ArgR,artJ
lexa,900645,900662,7.109336,ArgR,artJ
purr,900645,900662,5.691308,ArgR,artJ
stat,900645,900662,7.105147,ArgR,artJ
argr,900645,900662,4.604926,ArgR,artJ
rdmglu,900645,900662,9.593482,ArgR,artJ
min,900666,900683,6.533849,ArgR,artJ
lexa,900666,900683,9.763482,ArgR,artJ
purr,900666,900683,6.287693,ArgR,artJ
stat,900666,900683,7.634094,ArgR,artJ
argr,900666,900683,4.865742,ArgR,artJ
rdmglu,900666,900683,9.182078,ArgR,artJ
min,903790,903807,1.512829,ArgR,artPIQM
lexa,903790,903807,2.67044,ArgR,artPIQM
purr,903790,903807,3.021492,ArgR,artPIQM
stat,903790,903807,2.546539,ArgR,artPIQM
argr,903790,903807,3.695832,ArgR,artPIQM
rdmglu,903790,903807,3.034301,ArgR,artPIQM
min,903811,903828,1.364854,ArgR,artPIQM
lexa,903811,903828,2.546709,ArgR,artPIQM
purr,903811,903828,2.618174,ArgR,artPIQM
stat,903811,903828,1.832372,ArgR,artPIQM
argr,903811,903828,3.47217,ArgR,artPIQM
rdmglu,903811,903828,2.94981,ArgR,artPIQM
min,911127,911146,2.152061,MarA,poxB
lexa,911127,911146,1.892628,MarA,poxB
purr,911127,911146,0.314986,MarA,poxB
stat,911127,911146,0.23637,MarA,poxB
argr,911127,911146,1.155664,MarA,poxB
rdmglu,911127,911146,1.212344,MarA,poxB
min,911127,911146,2.152061,SoxS,poxB
lexa,911127,911146,1.892628,SoxS,poxB
purr,911127,911146,0.314986,SoxS,poxB
stat,911127,911146,0.23637,SoxS,poxB
argr,911127,911146,1.155664,SoxS,poxB
rdmglu,911127,911146,1.212344,SoxS,poxB
min,913831,913849,3.156746,NsrR,hcp-hcr
lexa,913831,913849,6.302848,NsrR,hcp-hcr
purr,913831,913849,1.26099,NsrR,hcp-hcr
stat,913831,913849,1.530588,NsrR,hcp-hcr
argr,913831,913849,-0.145651,NsrR,hcp-hcr
rdmglu,913831,913849,4.794967,NsrR,hcp-hcr
min,914921,914938,3.745157,ArgR,lysO
lexa,914921,914938,4.009881,ArgR,lysO
purr,914921,914938,3.754855,ArgR,lysO
stat,914921,914938,3.070695,ArgR,lysO
argr,914921,914938,4.596809,ArgR,lysO
rdmglu,914921,914938,4.080542,ArgR,lysO
min,914942,914959,4.551621,ArgR,lysO
lexa,914942,914959,3.96796,ArgR,lysO
purr,914942,914959,4.45765,ArgR,lysO
stat,914942,914959,4.834075,ArgR,lysO
argr,914942,914959,3.479923,ArgR,lysO
rdmglu,914942,914959,4.16638,ArgR,lysO
min,922749,922770,0.873402,CRP,cspD
lexa,922749,922770,1.789718,CRP,cspD
purr,922749,922770,1.973691,CRP,cspD
stat,922749,922770,2.037915,CRP,cspD
argr,922749,922770,1.594378,CRP,cspD
rdmglu,922749,922770,0.911706,CRP,cspD
min,922800,922817,1.485901,MqsA,cspD
lexa,922800,922817,1.644462,MqsA,cspD
purr,922800,922817,1.397652,MqsA,cspD
stat,922800,922817,0.932642,MqsA,cspD
argr,922800,922817,2.349075,MqsA,cspD
rdmglu,922800,922817,0.859475,MqsA,cspD
min,932351,932367,1.805398,Lrp,lrp
lexa,932351,932367,2.900597,Lrp,lrp
purr,932351,932367,1.533008,Lrp,lrp
stat,932351,932367,3.299743,Lrp,lrp
argr,932351,932367,-0.89709,Lrp,lrp
rdmglu,932351,932367,2.16965,Lrp,lrp
min,932369,932383,3.054385,Lrp,lrp
lexa,932369,932383,4.04067,Lrp,lrp
purr,932369,932383,2.678163,Lrp,lrp
stat,932369,932383,3.860732,Lrp,lrp
argr,932369,932383,-1.049015,Lrp,lrp
rdmglu,932369,932383,2.925365,Lrp,lrp
min,932374,932384,3.054385,NsrR,lrp
lexa,932374,932384,4.04067,NsrR,lrp
purr,932374,932384,2.678163,NsrR,lrp
stat,932374,932384,3.596773,NsrR,lrp
argr,932374,932384,-1.049015,NsrR,lrp
rdmglu,932374,932384,2.925365,NsrR,lrp
min,933128,933147,0.616363,LexA,ftsK
lexa,933128,933147,-0.454371,LexA,ftsK
purr,933128,933147,2.142595,LexA,ftsK
stat,933128,933147,-1.28386,LexA,ftsK
argr,933128,933147,2.681139,LexA,ftsK
rdmglu,933128,933147,1.829584,LexA,ftsK
min,937278,937291,2.712902,RcsB,lolA-rarA
lexa,937278,937291,1.607864,RcsB,lolA-rarA
purr,937278,937291,1.660273,RcsB,lolA-rarA
stat,937278,937291,1.684486,RcsB,lolA-rarA
argr,937278,937291,1.972381,RcsB,lolA-rarA
rdmglu,937278,937291,1.863284,RcsB,lolA-rarA
min,940783,940797,0.194268,Fis,dmsABC
lexa,940783,940797,2.112124,Fis,dmsABC
purr,940783,940797,1.468263,Fis,dmsABC
stat,940783,940797,1.990833,Fis,dmsABC
argr,940783,940797,0.655456,Fis,dmsABC
rdmglu,940783,940797,1.244806,Fis,dmsABC
min,940788,940803,-0.098027,NarL,dmsABC
lexa,940788,940803,2.112124,NarL,dmsABC
purr,940788,940803,1.468263,NarL,dmsABC
stat,940788,940803,1.990833,NarL,dmsABC
argr,940788,940803,0.655456,NarL,dmsABC
rdmglu,940788,940803,1.447588,NarL,dmsABC
min,940850,940862,-0.732475,IHF,dmsABC
lexa,940850,940862,1.256025,IHF,dmsABC
purr,940850,940862,-0.545538,IHF,dmsABC
stat,940850,940862,-1.276469,IHF,dmsABC
argr,940850,940862,-0.901692,IHF,dmsABC
rdmglu,940850,940862,2.286226,IHF,dmsABC
min,940861,940884,0.978402,ModE,dmsABC
lexa,940861,940884,4.036876,ModE,dmsABC
purr,940861,940884,1.404638,ModE,dmsABC
stat,940861,940884,1.830391,ModE,dmsABC
argr,940861,940884,-1.344477,ModE,dmsABC
rdmglu,940861,940884,2.286226,ModE,dmsABC
min,940874,940888,0.978402,Fis,dmsABC
lexa,940874,940888,4.036876,Fis,dmsABC
purr,940874,940888,1.404638,Fis,dmsABC
stat,940874,940888,1.830391,Fis,dmsABC
argr,940874,940888,-1.344477,Fis,dmsABC
rdmglu,940874,940888,1.76745,Fis,dmsABC
min,954522,954537,1.626872,NarL,focA-pflB
lexa,954522,954537,2.742919,NarL,focA-pflB
purr,954522,954537,1.699477,NarL,focA-pflB
stat,954522,954537,0.77631,NarL,focA-pflB
argr,954522,954537,1.88243,NarL,focA-pflB
rdmglu,954522,954537,1.638613,NarL,focA-pflB
min,954522,954537,1.626872,NarL,focA-pflB
lexa,954522,954537,2.742919,NarL,focA-pflB
purr,954522,954537,1.699477,NarL,focA-pflB
stat,954522,954537,0.77631,NarL,focA-pflB
argr,954522,954537,1.88243,NarL,focA-pflB
rdmglu,954522,954537,1.638613,NarL,focA-pflB
min,954523,954544,1.626872,CRP,focA-pflB
lexa,954523,954544,2.742919,CRP,focA-pflB
purr,954523,954544,1.699477,CRP,focA-pflB
stat,954523,954544,0.77631,CRP,focA-pflB
argr,954523,954544,1.88243,CRP,focA-pflB
rdmglu,954523,954544,1.638613,CRP,focA-pflB
min,954527,954540,1.626872,FNR,focA-pflB
lexa,954527,954540,2.742919,FNR,focA-pflB
purr,954527,954540,1.699477,FNR,focA-pflB
stat,954527,954540,0.77631,FNR,focA-pflB
argr,954527,954540,1.88243,FNR,focA-pflB
rdmglu,954527,954540,1.638613,FNR,focA-pflB
min,954599,954611,-0.497469,IHF,focA-pflB
lexa,954599,954611,2.344902,IHF,focA-pflB
purr,954599,954611,0.765837,IHF,focA-pflB
stat,954599,954611,0.93359,IHF,focA-pflB
argr,954599,954611,-2.306399,IHF,focA-pflB
rdmglu,954599,954611,-0.647919,IHF,focA-pflB
min,954600,954614,-0.497469,ArcA,focA-pflB
lexa,954600,954614,2.344902,ArcA,focA-pflB
purr,954600,954614,0.765837,ArcA,focA-pflB
stat,954600,954614,0.93359,ArcA,focA-pflB
argr,954600,954614,-2.306399,ArcA,focA-pflB
rdmglu,954600,954614,-0.647919,ArcA,focA-pflB
min,954711,954726,-0.108595,NarL,focA-pflB
lexa,954711,954726,2.490467,NarL,focA-pflB
purr,954711,954726,-1.98813,NarL,focA-pflB
stat,954711,954726,0.090206,NarL,focA-pflB
argr,954711,954726,-3.449507,NarL,focA-pflB
rdmglu,954711,954726,-1.97049,NarL,focA-pflB
min,954711,954726,-0.108595,NarL,focA-pflB
lexa,954711,954726,2.490467,NarL,focA-pflB
purr,954711,954726,-1.98813,NarL,focA-pflB
stat,954711,954726,0.090206,NarL,focA-pflB
argr,954711,954726,-3.449507,NarL,focA-pflB
rdmglu,954711,954726,-1.97049,NarL,focA-pflB
min,954720,954735,-0.219726,NarL,focA-pflB
lexa,954720,954735,2.177352,NarL,focA-pflB
purr,954720,954735,-2.058223,NarL,focA-pflB
stat,954720,954735,0.090206,NarL,focA-pflB
argr,954720,954735,-3.691196,NarL,focA-pflB
rdmglu,954720,954735,-1.857093,NarL,focA-pflB
min,954720,954735,-0.219726,NarL,focA-pflB
lexa,954720,954735,2.177352,NarL,focA-pflB
purr,954720,954735,-2.058223,NarL,focA-pflB
stat,954720,954735,0.090206,NarL,focA-pflB
argr,954720,954735,-3.691196,NarL,focA-pflB
rdmglu,954720,954735,-1.857093,NarL,focA-pflB
min,954755,954770,-0.398234,NarL,focA-pflB
lexa,954755,954770,2.547785,NarL,focA-pflB
purr,954755,954770,-1.349728,NarL,focA-pflB
stat,954755,954770,0.533724,NarL,focA-pflB
argr,954755,954770,-3.482579,NarL,focA-pflB
rdmglu,954755,954770,-0.561501,NarL,focA-pflB
min,954755,954770,-0.398234,NarL,focA-pflB
lexa,954755,954770,2.547785,NarL,focA-pflB
purr,954755,954770,-1.349728,NarL,focA-pflB
stat,954755,954770,0.533724,NarL,focA-pflB
argr,954755,954770,-3.482579,NarL,focA-pflB
rdmglu,954755,954770,-0.561501,NarL,focA-pflB
min,954771,954786,1.511226,NarL,focA-pflB
lexa,954771,954786,2.552331,NarL,focA-pflB
purr,954771,954786,-0.327885,NarL,focA-pflB
stat,954771,954786,1.883181,NarL,focA-pflB
argr,954771,954786,-2.356065,NarL,focA-pflB
rdmglu,954771,954786,0.02319,NarL,focA-pflB
min,954771,954786,1.511226,NarL,focA-pflB
lexa,954771,954786,2.552331,NarL,focA-pflB
purr,954771,954786,-0.327885,NarL,focA-pflB
stat,954771,954786,1.883181,NarL,focA-pflB
argr,954771,954786,-2.356065,NarL,focA-pflB
rdmglu,954771,954786,0.02319,NarL,focA-pflB
min,954831,954846,2.461034,NarL,focA-pflB
lexa,954831,954846,1.346757,NarL,focA-pflB
purr,954831,954846,1.039652,NarL,focA-pflB
stat,954831,954846,2.231867,NarL,focA-pflB
argr,954831,954846,-0.559773,NarL,focA-pflB
rdmglu,954831,954846,0.275914,NarL,focA-pflB
min,954831,954846,2.461034,NarL,focA-pflB
lexa,954831,954846,1.346757,NarL,focA-pflB
purr,954831,954846,1.039652,NarL,focA-pflB
stat,954831,954846,2.231867,NarL,focA-pflB
argr,954831,954846,-0.559773,NarL,focA-pflB
rdmglu,954831,954846,0.275914,NarL,focA-pflB
min,954833,954848,2.461034,NarL,focA-pflB
lexa,954833,954848,1.346757,NarL,focA-pflB
purr,954833,954848,1.039652,NarL,focA-pflB
stat,954833,954848,2.231867,NarL,focA-pflB
argr,954833,954848,-0.559773,NarL,focA-pflB
rdmglu,954833,954848,0.275914,NarL,focA-pflB
min,954833,954848,2.461034,NarL,focA-pflB
lexa,954833,954848,1.346757,NarL,focA-pflB
purr,954833,954848,1.039652,NarL,focA-pflB
stat,954833,954848,2.231867,NarL,focA-pflB
argr,954833,954848,-0.559773,NarL,focA-pflB
rdmglu,954833,954848,0.275914,NarL,focA-pflB
min,954866,954879,2.297576,FNR,focA-pflB
lexa,954866,954879,1.84566,FNR,focA-pflB
purr,954866,954879,1.488241,FNR,focA-pflB
stat,954866,954879,1.862108,FNR,focA-pflB
argr,954866,954879,0.514981,FNR,focA-pflB
rdmglu,954866,954879,0.471506,FNR,focA-pflB
min,957498,957519,2.221494,CRP,serC-aroA
lexa,957498,957519,2.366493,CRP,serC-aroA
purr,957498,957519,2.422539,CRP,serC-aroA
stat,957498,957519,2.666837,CRP,serC-aroA
argr,957498,957519,3.809421,CRP,serC-aroA
rdmglu,957498,957519,2.546741,CRP,serC-aroA
min,957498,957519,2.221494,CRP,serC
lexa,957498,957519,2.366493,CRP,serC
purr,957498,957519,2.422539,CRP,serC
stat,957498,957519,2.666837,CRP,serC
argr,957498,957519,3.809421,CRP,serC
rdmglu,957498,957519,2.546741,CRP,serC
min,980732,980746,2.309424,CpxR,ldtD
lexa,980732,980746,1.301376,CpxR,ldtD
purr,980732,980746,3.024522,CpxR,ldtD
stat,980732,980746,1.167668,CpxR,ldtD
argr,980732,980746,3.746174,CpxR,ldtD
rdmglu,980732,980746,2.31912,CpxR,ldtD
min,987514,987529,3.237753,CpxR,ompF
lexa,987514,987529,2.276627,CpxR,ompF
purr,987514,987529,1.435442,CpxR,ompF
stat,987514,987529,1.097481,CpxR,ompF
argr,987514,987529,1.723155,CpxR,ompF
rdmglu,987514,987529,1.940474,CpxR,ompF
min,997525,997537,8.896784,IHF,ssuEADCB
lexa,997525,997537,12.413991,IHF,ssuEADCB
purr,997525,997537,11.547173,IHF,ssuEADCB
stat,997525,997537,7.664656,IHF,ssuEADCB
argr,997525,997537,10.43303,IHF,ssuEADCB
rdmglu,997525,997537,10.419116,IHF,ssuEADCB
min,997560,997601,12.445181,CysB,ssuEADCB
lexa,997560,997601,12.881136,CysB,ssuEADCB
purr,997560,997601,12.772271,CysB,ssuEADCB
stat,997560,997601,10.419116,CysB,ssuEADCB
argr,997560,997601,12.445181,CysB,ssuEADCB
rdmglu,997560,997601,12.006846,CysB,ssuEADCB
min,997598,997637,11.029141,Cbl,ssuEADCB
lexa,997598,997637,14.068952,Cbl,ssuEADCB
purr,997598,997637,11.942201,Cbl,ssuEADCB
stat,997598,997637,9.324223,Cbl,ssuEADCB
argr,997598,997637,10.946331,Cbl,ssuEADCB
rdmglu,997598,997637,11.5277,Cbl,ssuEADCB
min,997691,997703,4.168229,IHF,ssuEADCB
lexa,997691,997703,7.956361,IHF,ssuEADCB
purr,997691,997703,4.137651,IHF,ssuEADCB
stat,997691,997703,5.295832,IHF,ssuEADCB
argr,997691,997703,3.490478,IHF,ssuEADCB
rdmglu,997691,997703,7.587698,IHF,ssuEADCB
min,997734,997746,2.406947,IHF,ssuEADCB
lexa,997734,997746,5.406396,IHF,ssuEADCB
purr,997734,997746,2.652217,IHF,ssuEADCB
stat,997734,997746,4.433835,IHF,ssuEADCB
argr,997734,997746,-1.065082,IHF,ssuEADCB
rdmglu,997734,997746,6.764466,IHF,ssuEADCB
min,1016528,1016544,0.573313,FadR,fabA
lexa,1016528,1016544,0.447056,FadR,fabA
purr,1016528,1016544,2.130631,FadR,fabA
stat,1016528,1016544,0.75942,FadR,fabA
argr,1016528,1016544,4.063553,FadR,fabA
rdmglu,1016528,1016544,1.498588,FadR,fabA
min,1020220,1020241,2.381054,CRP,ompA
lexa,1020220,1020241,0.005142,CRP,ompA
purr,1020220,1020241,3.368139,CRP,ompA
stat,1020220,1020241,-0.317731,CRP,ompA
argr,1020220,1020241,4.437601,CRP,ompA
rdmglu,1020220,1020241,2.888242,CRP,ompA
min,1020939,1020958,0.692466,LexA,sulA
lexa,1020939,1020958,-0.392805,LexA,sulA
purr,1020939,1020958,1.814359,LexA,sulA
stat,1020939,1020958,1.124939,LexA,sulA
argr,1020939,1020958,2.508231,LexA,sulA
rdmglu,1020939,1020958,1.449178,LexA,sulA
min,1020991,1021012,0.073406,CRP,sxy
lexa,1020991,1021012,0.449053,CRP,sxy
purr,1020991,1021012,2.483857,CRP,sxy
stat,1020991,1021012,-0.969737,CRP,sxy
argr,1020991,1021012,4.254638,CRP,sxy
rdmglu,1020991,1021012,2.048189,CRP,sxy
min,1031772,1031786,0.249383,Fis,serT
lexa,1031772,1031786,-0.902789,Fis,serT
purr,1031772,1031786,1.930956,Fis,serT
stat,1031772,1031786,2.311473,Fis,serT
argr,1031772,1031786,1.117366,Fis,serT
rdmglu,1031772,1031786,1.734335,Fis,serT
min,1050711,1050725,3.375558,YjjQ,gfcA
lexa,1050711,1050725,1.791127,YjjQ,gfcA
purr,1050711,1050725,2.586918,YjjQ,gfcA
stat,1050711,1050725,1.090829,YjjQ,gfcA
argr,1050711,1050725,3.598578,YjjQ,gfcA
rdmglu,1050711,1050725,1.982327,YjjQ,gfcA
min,1050744,1050758,3.810617,YjjQ,gfcA
lexa,1050744,1050758,3.584637,YjjQ,gfcA
purr,1050744,1050758,3.211513,YjjQ,gfcA
stat,1050744,1050758,2.170486,YjjQ,gfcA
argr,1050744,1050758,4.582705,YjjQ,gfcA
rdmglu,1050744,1050758,2.718717,YjjQ,gfcA
min,1065316,1065337,4.858583,CRP,agp
lexa,1065316,1065337,4.406766,CRP,agp
purr,1065316,1065337,2.621726,CRP,agp
stat,1065316,1065337,4.006737,CRP,agp
argr,1065316,1065337,3.520622,CRP,agp
rdmglu,1065316,1065337,3.577631,CRP,agp
min,1067866,1067879,-0.137966,CsgD,wrbA-yccJ
lexa,1067866,1067879,2.008994,CsgD,wrbA-yccJ
purr,1067866,1067879,0.814169,CsgD,wrbA-yccJ
stat,1067866,1067879,-1.309953,CsgD,wrbA-yccJ
argr,1067866,1067879,0.020403,CsgD,wrbA-yccJ
rdmglu,1067866,1067879,0.51214,CsgD,wrbA-yccJ
min,1067888,1067901,0.989559,CsgD,wrbA-yccJ
lexa,1067888,1067901,4.763122,CsgD,wrbA-yccJ
purr,1067888,1067901,0.859105,CsgD,wrbA-yccJ
stat,1067888,1067901,-0.401031,CsgD,wrbA-yccJ
argr,1067888,1067901,0.786691,CsgD,wrbA-yccJ
rdmglu,1067888,1067901,1.783276,CsgD,wrbA-yccJ
min,1067918,1067931,0.494672,CsgD,wrbA-yccJ
lexa,1067918,1067931,3.686856,CsgD,wrbA-yccJ
purr,1067918,1067931,1.40313,CsgD,wrbA-yccJ
stat,1067918,1067931,0.883732,CsgD,wrbA-yccJ
argr,1067918,1067931,0.441394,CsgD,wrbA-yccJ
rdmglu,1067918,1067931,1.591854,CsgD,wrbA-yccJ
min,1074116,1074130,4.230698,ArcA,rutABCDEFG
lexa,1074116,1074130,-0.824182,ArcA,rutABCDEFG
purr,1074116,1074130,-1.155691,ArcA,rutABCDEFG
stat,1074116,1074130,4.683364,ArcA,rutABCDEFG
argr,1074116,1074130,-1.705355,ArcA,rutABCDEFG
rdmglu,1074116,1074130,-0.760697,ArcA,rutABCDEFG
min,1074120,1074137,4.153012,RutR,rutABCDEFG
lexa,1074120,1074137,-0.843038,RutR,rutABCDEFG
purr,1074120,1074137,-1.165934,RutR,rutABCDEFG
stat,1074120,1074137,4.683364,RutR,rutABCDEFG
argr,1074120,1074137,-1.752415,RutR,rutABCDEFG
rdmglu,1074120,1074137,-0.760697,RutR,rutABCDEFG
min,1074120,1074137,4.153012,RutR,rutR
lexa,1074120,1074137,-0.843038,RutR,rutR
purr,1074120,1074137,-1.165934,RutR,rutR
stat,1074120,1074137,4.683364,RutR,rutR
argr,1074120,1074137,-1.752415,RutR,rutR
rdmglu,1074120,1074137,-0.760697,RutR,rutR
min,1074125,1074139,4.153012,PhoP,rutABCDEFG
lexa,1074125,1074139,-1.011072,PhoP,rutABCDEFG
purr,1074125,1074139,-1.397843,PhoP,rutABCDEFG
stat,1074125,1074139,4.683364,PhoP,rutABCDEFG
argr,1074125,1074139,-1.887048,PhoP,rutABCDEFG
rdmglu,1074125,1074139,-0.996619,PhoP,rutABCDEFG
min,1074142,1074158,2.731732,NtrC,rutABCDEFG
lexa,1074142,1074158,-1.519485,NtrC,rutABCDEFG
purr,1074142,1074158,-1.975536,NtrC,rutABCDEFG
stat,1074142,1074158,4.202884,NtrC,rutABCDEFG
argr,1074142,1074158,-1.84099,NtrC,rutABCDEFG
rdmglu,1074142,1074158,-1.518632,NtrC,rutABCDEFG
min,1078914,1078933,2.183728,BasR,putA
lexa,1078914,1078933,1.259924,BasR,putA
purr,1078914,1078933,0.15543,BasR,putA
stat,1078914,1078933,1.741847,BasR,putA
argr,1078914,1078933,0.025018,BasR,putA
rdmglu,1078914,1078933,0.493196,BasR,putA
min,1079123,1079144,2.371374,CRP,putP
lexa,1079123,1079144,-0.513204,CRP,putP
purr,1079123,1079144,0.128972,CRP,putP
stat,1079123,1079144,0.713857,CRP,putP
argr,1079123,1079144,-1.953048,CRP,putP
rdmglu,1079123,1079144,-0.584213,CRP,putP
min,1081246,1081259,0.651747,CpxR,efeU_1U_2
lexa,1081246,1081259,0.529992,CpxR,efeU_1U_2
purr,1081246,1081259,2.126927,CpxR,efeU_1U_2
stat,1081246,1081259,4.82738,CpxR,efeU_1U_2
argr,1081246,1081259,3.85999,CpxR,efeU_1U_2
rdmglu,1081246,1081259,1.848008,CpxR,efeU_1U_2
min,1084825,1084843,0.124569,PhoB,phoH
lexa,1084825,1084843,1.237872,PhoB,phoH
purr,1084825,1084843,1.324581,PhoB,phoH
stat,1084825,1084843,2.666777,PhoB,phoH
argr,1084825,1084843,1.104451,PhoB,phoH
rdmglu,1084825,1084843,0.587722,PhoB,phoH
min,1092556,1092572,0.741012,NhaR,pgaABCD
lexa,1092556,1092572,1.254292,NhaR,pgaABCD
purr,1092556,1092572,2.068034,NhaR,pgaABCD
stat,1092556,1092572,-0.194432,NhaR,pgaABCD
argr,1092556,1092572,-0.632712,NhaR,pgaABCD
rdmglu,1092556,1092572,1.534877,NhaR,pgaABCD
min,1092578,1092594,1.735311,NhaR,pgaABCD
lexa,1092578,1092594,0.639198,NhaR,pgaABCD
purr,1092578,1092594,2.200114,NhaR,pgaABCD
stat,1092578,1092594,-0.55366,NhaR,pgaABCD
argr,1092578,1092594,0.374813,NhaR,pgaABCD
rdmglu,1092578,1092594,2.005995,NhaR,pgaABCD
min,1100216,1100243,0.563029,CytR,ycdZ
lexa,1100216,1100243,1.057832,CytR,ycdZ
purr,1100216,1100243,2.323094,CytR,ycdZ
stat,1100216,1100243,0.2963,CytR,ycdZ
argr,1100216,1100243,3.235588,CytR,ycdZ
rdmglu,1100216,1100243,1.941445,CytR,ycdZ
min,1103290,1103307,2.710326,Cra,csgDEFG
lexa,1103290,1103307,1.397134,Cra,csgDEFG
purr,1103290,1103307,2.028961,Cra,csgDEFG
stat,1103290,1103307,2.578151,Cra,csgDEFG
argr,1103290,1103307,-0.489104,Cra,csgDEFG
rdmglu,1103290,1103307,1.643721,Cra,csgDEFG
min,1103309,1103322,1.854418,CsgD,csgDEFG
lexa,1103309,1103322,2.184369,CsgD,csgDEFG
purr,1103309,1103322,1.668986,CsgD,csgDEFG
stat,1103309,1103322,2.823089,CsgD,csgDEFG
argr,1103309,1103322,-1.6918,CsgD,csgDEFG
rdmglu,1103309,1103322,1.966106,CsgD,csgDEFG
min,1103329,1103342,1.324412,CsgD,csgDEFG
lexa,1103329,1103342,2.957222,CsgD,csgDEFG
purr,1103329,1103342,1.152103,CsgD,csgDEFG
stat,1103329,1103342,2.239096,CsgD,csgDEFG
argr,1103329,1103342,-1.578312,CsgD,csgDEFG
rdmglu,1103329,1103342,1.962608,CsgD,csgDEFG
min,1103335,1103349,0.938389,CpxR,csgDEFG
lexa,1103335,1103349,3.029619,CpxR,csgDEFG
purr,1103335,1103349,1.06048,CpxR,csgDEFG
stat,1103335,1103349,2.239096,CpxR,csgDEFG
argr,1103335,1103349,-1.491783,CpxR,csgDEFG
rdmglu,1103335,1103349,1.931368,CpxR,csgDEFG
min,1103359,1103372,0.745011,CpxR,csgDEFG
lexa,1103359,1103372,4.267553,CpxR,csgDEFG
purr,1103359,1103372,2.128011,CpxR,csgDEFG
stat,1103359,1103372,1.92491,CpxR,csgDEFG
argr,1103359,1103372,-1.010584,CpxR,csgDEFG
rdmglu,1103359,1103372,2.453086,CpxR,csgDEFG
min,1103376,1103397,1.202532,CRP,csgDEFG
lexa,1103376,1103397,4.750039,CRP,csgDEFG
purr,1103376,1103397,3.846904,CRP,csgDEFG
stat,1103376,1103397,2.357127,CRP,csgDEFG
argr,1103376,1103397,0.133227,CRP,csgDEFG
rdmglu,1103376,1103397,3.354462,CRP,csgDEFG
min,1103380,1103394,1.202532,CpxR,csgDEFG
lexa,1103380,1103394,4.739707,CpxR,csgDEFG
purr,1103380,1103394,3.363451,CpxR,csgDEFG
stat,1103380,1103394,2.357127,CpxR,csgDEFG
argr,1103380,1103394,0.133227,CpxR,csgDEFG
rdmglu,1103380,1103394,3.354462,CpxR,csgDEFG
min,1103381,1103440,1.202532,IHF,csgDEFG
lexa,1103381,1103440,4.892582,IHF,csgDEFG
purr,1103381,1103440,4.568877,IHF,csgDEFG
stat,1103381,1103440,3.918405,IHF,csgDEFG
argr,1103381,1103440,0.133227,IHF,csgDEFG
rdmglu,1103381,1103440,3.354462,IHF,csgDEFG
min,1103384,1103403,0.766935,OmpR,csgDEFG
lexa,1103384,1103403,4.750039,OmpR,csgDEFG
purr,1103384,1103403,4.099348,OmpR,csgDEFG
